          area       scp  index                  dt     i     o  idiff  odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
42439722  PTH17  01-00-01   1608 2015-08-03 01:04:35      2  722362 -39173.0  691406.0 -20545.279720  362625.524476  64.294224  54.795047  0.019180  0.458653
42439723  PTH17  01-00-01   1609 2015-08-03 05:16:35      2  722401      0.0      39.0      0.000000       9.285714   0.016880   0.026094  0.001829  0.001956
42439724  PTH17  01-00-01   1610 2015-08-03 09:28:35      2  723194      0.0     793.0      0.000000     188.809524   0.016880   0.001047  0.001829  0.001728
42439725  PTH17  01-00-01   1611 2015-08-03 13:40:35      2  723320      0.0     126.0      0.000000      30.000000   0.016880   0.022962  0.001829  0.001929



          area       scp  index                  dt       i       o    idiff     odiff  idiff_ph  odiff_ph        iz        oz     cumiz     cumoz
33456464  N501  01-06-01  11816 2020-01-10 03:00:00  550513  255772      7.0      11.0      1.75      2.75  0.019453  0.014965  0.001827  0.001964
33456465  N501  01-06-01  11817 2020-01-10 07:00:00  550513  255785      0.0      13.0      0.00      3.25  0.019457  0.014963  0.001829  0.001963
33456466  N501  01-06-01  11818 2020-01-10 11:00:00  550537  256171     24.0     386.0      6.00     96.50  0.019444  0.014578  0.001823  0.001845
33456467  N501  01-06-01  11819 2020-01-10 15:00:00  550642  256205    105.0      34.0     26.25      8.50  0.019401  0.014941  0.001802  0.001957
33456468  N501  01-06-01  11820 2020-01-10 19:00:00  589827      26  39185.0 -256179.0   9796.25 -64044.75  0.001175  0.249467  0.008188  0.079385
33456469  N501  01-06-01  11821 2020-01-10 23:00:00  589827      32      0.0       6.0      0.00      1.50  0.019457  0.014970  0.001829  0.001965
33456470  N501  01-06-01  11822 2020-01-11 03:00:00  589827      38      0.0       6.0      0.00      1.50  0.019457  0.014970  0.001829  0.001965
33456471  N501  01-06-01  11823 2020-01-11 07:00:00  589827      38      0.0       0.0      0.00      0.00  0.019457  0.014976  0.001829  0.001967
33456472  N501  01-06-01  11824 2020-01-11 11:00:00  589827      46      0.0       8.0      0.00      2.00  0.019457  0.014968  0.001829  0.001965



           area       scp  index                  dt      i      o    idiff    odiff      idiff_ph      odiff_ph        iz        oz     cumiz     cumoz
40280693  PTH03  00-01-08  11992 2020-06-21 19:37:34  39183  29770      1.0      4.0      0.238095      0.952381  0.019450  0.020950  0.001829  0.001966
40280694  PTH03  00-01-08  11993 2020-06-21 23:49:34  39186  29781      3.0     11.0      0.714286      2.619048  0.019443  0.020918  0.001828  0.001964
40280695  PTH03  00-01-08  11994 2020-06-22 04:01:34  39186  29787      0.0      6.0      0.000000      1.428571  0.019454  0.020941  0.001829  0.001966
40280696  PTH03  00-01-08  11995 2020-06-22 07:42:31      1      0 -39185.0 -29787.0 -10640.868975  -8088.798371  0.139676  0.134545  0.009052  0.008307
40280697  PTH03  00-01-08  11996 2020-06-22 08:13:34  39207  29794  39206.0  29794.0  75760.386473  57572.946860  1.113509  1.085918  0.075641  0.071164
40280698  PTH03  00-01-08  11997 2020-06-22 12:25:34  39225  29799     18.0      5.0      4.285714      1.190476  0.019390  0.020945  0.001824  0.001966
40280699  PTH03  00-01-08  11998 2020-06-22 16:37:34  39241  29822     16.0     23.0      3.809524      5.476190  0.019397  0.020863  0.001825  0.001960
40280700  PTH03  00-01-08  11999 2020-06-22 20:49:34  39254  29853     13.0     31.0      3.095238      7.380952  0.019408  0.020826  0.001826  0.001958
40280701  PTH03  00-01-08  12000 2020-06-23 01:01:34  39259  29869      5.0     16.0      1.190476      3.809524  0.019436  0.020895  0.001828  0.001963



           area       scp  index                  dt      i       o    idiff     odiff       idiff_ph      odiff_ph        iz         oz     cumiz     cumoz
40027903  PTH03  00-00-00   9563 2019-08-11 17:29:00  24566   12137     36.0      56.0       8.571429  1.333333e+01  0.012272   0.019007  0.001820  0.001950
40027904  PTH03  00-00-00   9564 2019-08-11 21:41:00  24591   12183     25.0      46.0       5.952381  1.095238e+01  0.012296   0.019078  0.001823  0.001953
40027905  PTH03  00-00-00   9565 2019-08-12 01:53:00  24594   12218      3.0      35.0       0.714286  8.333333e+00  0.012343   0.019157  0.001828  0.001957
40027906  PTH03  00-00-00   9566 2019-08-12 06:05:00  24608   12227     14.0       9.0       3.333333  2.142857e+00  0.012320   0.019342  0.001825  0.001965
40027907  PTH03  00-00-00   9567 2019-08-12 10:02:51  64096  274500  39488.0  262273.0    9961.236073  6.616094e+04  0.078304   1.961972  0.008357  0.082073
40027908  PTH03  00-00-00   9568 2019-08-12 10:17:00  25053   12246 -39043.0 -262254.0 -165553.356890 -1.112031e+06  1.494299  33.283548  0.167460  1.410576
40027909  PTH03  00-00-00   9569 2019-08-12 14:14:51  64096  274965  39043.0  262719.0    9848.980450  6.627345e+04  0.077283   1.965342  0.008242  0.082216
40027910  PTH03  00-00-00   9570 2019-08-12 14:29:00  25138   12265 -38958.0 -262700.0 -165192.932862 -1.113922e+06  1.491019  33.340184  0.167091  1.412978
40027911  PTH03  00-00-00   9571 2019-08-12 18:41:00  25183   12294     45.0      29.0      10.714286  6.904762e+00  0.012252   0.019200  0.001818  0.001959



           area       scp  index                  dt      i      o    idiff    odiff      idiff_ph      odiff_ph        iz        oz     cumiz     cumoz
40280740  PTH03  00-01-08  12039 2020-06-29 21:17:34  39680  30497     11.0     36.0      2.619048      8.571429  0.019415  0.020803  0.001826  0.001956
40280741  PTH03  00-01-08  12040 2020-06-30 01:29:34  39685  30511      5.0     14.0      1.190476      3.333333  0.019436  0.020904  0.001828  0.001963
40280742  PTH03  00-01-08  12041 2020-06-30 05:41:34  39690  30517      5.0      6.0      1.190476      1.428571  0.019436  0.020941  0.001828  0.001966
40280743  PTH03  00-01-08  12042 2020-06-30 08:12:25      1      0 -39689.0 -30517.0 -15786.145177 -12138.017899  0.216621  0.212395  0.014313  0.013451
40280744  PTH03  00-01-08  12043 2020-06-30 09:53:34  39716  30535  39715.0  30535.0  23558.082056  18112.703905  0.332847  0.327263  0.022261  0.021040
40280745  PTH03  00-01-08  12044 2020-06-30 14:05:34  39734  30553     18.0     18.0      4.285714      4.285714  0.019390  0.020886  0.001824  0.001962
40280746  PTH03  00-01-08  12045 2020-06-30 18:17:34  39752  30580     18.0     27.0      4.285714      6.428571  0.019390  0.020845  0.001824  0.001959
40280747  PTH03  00-01-08  12046 2020-06-30 22:29:34  39762  30599     10.0     19.0      2.380952      4.523810  0.019418  0.020881  0.001826  0.001962
40280748  PTH03  00-01-08  12047 2020-07-01 02:41:34  39763  30603      1.0      4.0      0.238095      0.952381  0.019450  0.020950  0.001829  0.001966



           area       scp  index                  dt      i      o    idiff    odiff      idiff_ph      odiff_ph        iz        oz     cumiz     cumoz
40280787  PTH03  00-01-08  12086 2020-07-07 22:29:34  40178  31102      9.0     10.0      2.142857      2.380952  0.019422  0.020922  0.001827  0.001964
40280788  PTH03  00-01-08  12087 2020-07-08 02:41:34  40179  31114      1.0     12.0      0.238095      2.857143  0.019450  0.020913  0.001829  0.001964
40280789  PTH03  00-01-08  12088 2020-07-08 06:53:34  40188  31117      9.0      3.0      2.142857      0.714286  0.019422  0.020954  0.001827  0.001966
40280790  PTH03  00-01-08  12089 2020-07-08 07:45:40      1      0 -40187.0 -31117.0 -46280.614203 -35835.316699  0.672652  0.667995  0.045496  0.043552
40280791  PTH03  00-01-08  12090 2020-07-08 11:05:34  40210  31125  40209.0  31125.0  12068.734367   9342.171086  0.161029  0.158643  0.010512  0.009899
40280792  PTH03  00-01-08  12091 2020-07-08 15:17:34  40225  31135     15.0     10.0      3.571429      2.380952  0.019401  0.020922  0.001825  0.001964
40280793  PTH03  00-01-08  12092 2020-07-08 19:29:34  40237  31162     12.0     27.0      2.857143      6.428571  0.019411  0.020845  0.001826  0.001959
40280794  PTH03  00-01-08  12093 2020-07-08 23:41:34  40245  31178      8.0     16.0      1.904762      3.809524  0.019425  0.020895  0.001827  0.001963
40280795  PTH03  00-01-08  12094 2020-07-09 03:53:34  40248  31184      3.0      6.0      0.714286      1.428571  0.019443  0.020941  0.001828  0.001966



           area       scp  index                  dt      i      o    idiff    odiff      idiff_ph      odiff_ph        iz        oz     cumiz     cumoz
40280822  PTH03  00-01-08  12121 2020-07-13 21:31:34  40541  31533     12.0     17.0      2.857143      4.047619  0.019411  0.020890  0.001826  0.001962
40280823  PTH03  00-01-08  12122 2020-07-14 01:43:34  40543  31555      2.0     22.0      0.476190      5.238095  0.019447  0.020867  0.001828  0.001961
40280824  PTH03  00-01-08  12123 2020-07-14 05:55:34  40549  31557      6.0      2.0      1.428571      0.476190  0.019433  0.020959  0.001827  0.001967
40280825  PTH03  00-01-08  12124 2020-07-14 08:15:06      1      0 -40548.0 -31557.0 -17435.833731 -13569.660774  0.241291  0.239919  0.016000  0.015269
40280826  PTH03  00-01-08  12125 2020-07-14 10:07:34  40578  31566  40577.0  31566.0  21647.480735  16840.189686  0.304275  0.302798  0.020307  0.019424
40280827  PTH03  00-01-08  12126 2020-07-14 14:19:34  40591  31576     13.0     10.0      3.095238      2.380952  0.019408  0.020922  0.001826  0.001964
40280828  PTH03  00-01-08  12127 2020-07-14 18:31:34  40611  31607     20.0     31.0      4.761905      7.380952  0.019383  0.020826  0.001824  0.001958
40280829  PTH03  00-01-08  12128 2020-07-14 22:43:34  40619  31638      8.0     31.0      1.904762      7.380952  0.019425  0.020826  0.001827  0.001958
40280830  PTH03  00-01-08  12129 2020-07-15 02:55:34  40622  31649      3.0     11.0      0.714286      2.619048  0.019443  0.020918  0.001828  0.001964



           area       scp  index                  dt      i      o    idiff    odiff       idiff_ph      odiff_ph        iz        oz     cumiz     cumoz
40282911  PTH03  00-01-08  14210 2021-07-06 23:44:11  40491  22920     12.0     19.0       2.857143      4.523810  0.019411  0.020881  0.001826  0.001962
40282912  PTH03  00-01-08  14211 2021-07-07 03:56:11  40492  22932      1.0     12.0       0.238095      2.857143  0.019450  0.020913  0.001829  0.001964
40282913  PTH03  00-01-08  14212 2021-07-07 08:08:11  40560  22939     68.0      7.0      16.190476      1.666667  0.019212  0.020936  0.001812  0.001965
40282914  PTH03  00-01-08  14213 2021-07-07 08:25:35      1      0 -40559.0 -22939.0 -139858.620690 -79100.000000  2.072071  1.499793  0.141185  0.098508
40282915  PTH03  00-01-08  14214 2021-07-07 12:20:11  40615  22951  40614.0  22951.0   10387.212276   5869.820972  0.135882  0.091884  0.008793  0.005489
40282916  PTH03  00-01-08  14215 2021-07-07 16:32:11  40650  22969     35.0     18.0       8.333333      4.285714  0.019329  0.020886  0.001820  0.001962
40282917  PTH03  00-01-08  14216 2021-07-07 20:44:11  40688  22994     38.0     25.0       9.047619      5.952381  0.019319  0.020854  0.001820  0.001960
40282918  PTH03  00-01-08  14217 2021-07-08 00:56:11  40695  23016      7.0     22.0       1.666667      5.238095  0.019429  0.020867  0.001827  0.001961
40282919  PTH03  00-01-08  14218 2021-07-08 05:08:11  40699  23021      4.0      5.0       0.952381      1.190476  0.019440  0.020945  0.001828  0.001966



           area       scp  index                  dt      i      o    idiff    odiff      idiff_ph      odiff_ph        iz        oz     cumiz     cumoz
40282917  PTH03  00-01-08  14216 2021-07-07 20:44:11  40688  22994     38.0     25.0      9.047619      5.952381  0.019319  0.020854  0.001820  0.001960
40282918  PTH03  00-01-08  14217 2021-07-08 00:56:11  40695  23016      7.0     22.0      1.666667      5.238095  0.019429  0.020867  0.001827  0.001961
40282919  PTH03  00-01-08  14218 2021-07-08 05:08:11  40699  23021      4.0      5.0      0.952381      1.190476  0.019440  0.020945  0.001828  0.001966
40282920  PTH03  00-01-08  14219 2021-07-08 08:21:09      1      0 -40698.0 -23021.0 -12654.413543  -7158.023838  0.169787  0.116651  0.011111  0.007125
40282921  PTH03  00-01-08  14220 2021-07-08 09:20:11  40806  23030  40805.0  23030.0  41473.178995  23407.114625  0.600759  0.429052  0.040580  0.027765
40282922  PTH03  00-01-08  14221 2021-07-08 13:32:11  40845  23041     39.0     11.0      9.285714      2.619048  0.019315  0.020918  0.001819  0.001964
40282923  PTH03  00-01-08  14222 2021-07-08 17:44:11  40885  23066     40.0     25.0      9.523810      5.952381  0.019312  0.020854  0.001819  0.001960
40282924  PTH03  00-01-08  14223 2021-07-08 21:56:11  40910  23077     25.0     11.0      5.952381      2.619048  0.019365  0.020918  0.001823  0.001964
40282925  PTH03  00-01-08  14224 2021-07-09 02:08:11  40915  23093      5.0     16.0      1.190476      3.809524  0.019436  0.020895  0.001828  0.001963



           area       scp  index                  dt       i       o    idiff    odiff      idiff_ph      odiff_ph         iz         oz     cumiz     cumoz
41883409  PTH13  00-00-00   1998 2015-10-14 20:40:58  110673  175417    315.0     61.0     75.000000     14.523810   0.028077   0.023190  0.001752  0.001949
41883410  PTH13  00-00-00   1999 2015-10-15 00:52:58  110674  175419      1.0      2.0      0.238095      0.476190   0.060572   0.025869  0.001829  0.001967
41883411  PTH13  00-00-00   2000 2015-10-15 05:04:58  110675  175420      1.0      1.0      0.238095      0.238095   0.060572   0.025914  0.001829  0.001967
41883412  PTH13  00-00-00   2001 2015-10-15 05:57:31   69861  128361 -40814.0 -47059.0 -46600.190295 -53730.542341  55.195297  10.222629  0.045823  0.066283
41883413  PTH13  00-00-00   2002 2015-10-15 09:16:58  110714  175677  40853.0  47316.0  12289.696666  14233.943344  14.511647   2.689029  0.010738  0.016113
41883414  PTH13  00-00-00   2003 2015-10-15 13:28:58  110736  175820     22.0    143.0      5.238095     34.047619   0.054643   0.019466  0.001823  0.001924
41883415  PTH13  00-00-00   2004 2015-10-15 17:40:58  110901  175863    165.0     43.0     39.285714     10.238095   0.014271   0.024007  0.001789  0.001954
41883416  PTH13  00-00-00   2005 2015-10-15 21:52:58  111082  175887    181.0     24.0     43.095238      5.714286   0.009754   0.024870  0.001785  0.001960
41883417  PTH13  00-00-00   2006 2015-10-16 02:04:58  111082  175890      0.0      3.0      0.000000      0.714286   0.060854   0.025824  0.001829  0.001966



          area       scp  index                  dt       i        o    idiff  odiff  idiff_ph  odiff_ph        iz        oz     cumiz     cumoz
20748997  N094  01-00-00  13068 2020-08-31 16:00:00  939626  1684906     68.0  103.0     17.00     25.75  0.013048  0.013898  0.001811  0.001935
20748998  N094  01-00-00  13069 2020-08-31 20:00:00  939679  1685054     53.0  148.0     13.25     37.00  0.013540  0.009906  0.001815  0.001920
20748999  N094  01-00-00  13070 2020-09-01 00:00:00  939697  1685090     18.0   36.0      4.50      9.00  0.014686  0.019843  0.001824  0.001956
20749000  N094  01-00-00  13071 2020-09-01 04:00:00  939698  1685104      1.0   14.0      0.25      3.50  0.015243  0.021795  0.001829  0.001963
20749001  N094  01-00-00  13072 2020-09-01 08:00:00  980677  1685233  40979.0  129.0  10244.75     32.25  1.327004  0.011591  0.008647  0.001926
20749002  N094  01-00-00  13073 2020-09-01 12:00:00  939737  1685329 -40940.0   96.0 -10235.00     24.00  1.325726  0.014519  0.008637  0.001937
20749003  N094  01-00-00  13074 2020-09-01 16:00:00  939798  1685448     61.0  119.0     15.25     29.75  0.013278  0.012479  0.001813  0.001930
20749004  N094  01-00-00  13075 2020-09-01 20:00:00  939871  1685581     73.0  133.0     18.25     33.25  0.012885  0.011237  0.001810  0.001925
20749005  N094  01-00-00  13076 2020-09-02 00:00:00  939890  1685627     19.0   46.0      4.75     11.50  0.014653  0.018956  0.001824  0.001953



           area       scp  index                  dt      i      o    idiff    odiff       idiff_ph       odiff_ph        iz        oz     cumiz     cumoz
40280869  PTH03  00-01-08  12168 2020-07-21 23:25:34  41124  32155      9.0     22.0       2.142857       5.238095  0.019422  0.020867  0.001827  0.001961
40280870  PTH03  00-01-08  12169 2020-07-22 03:37:34  41125  32160      1.0      5.0       0.238095       1.190476  0.019450  0.020945  0.001829  0.001966
